,rank,skillRating,reputationlevel,bestDivision,wins,ties,losses,gamesPlayed,goals,goalsAgainst,cleanSheets,goalsPerGame,goalsAgainstPerGame,gamesPlayedPlayoff,reputationtier,bestFinishGroup,clubName,clubId,currentDivision,clubInfo,platform
154,55,2300,8,1,138,21,19,178,635,188,76,3.57,1.06,20,2,1,TACTICAL  OGS,2093416,1,"{'name': 'TACTICAL  OGS', 'clubId': 2093416, 'regionId': 4543827, 'teamId': 9, 'customKit': {'stadName': 'El Alcoraz', 'kitId': '73728', 'seasonalTeamId': '0', 'seasonalKitId': '0', 'selectedKitType': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customThirdKitId': '7511', 'customKeeperKitId': '5005', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'kitThrdColor1': '12706617', 'kitThrdColor2': '33627', 'kitThrdColor3': '396864', 'kitThrdColor4': '2164288', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160501'}}",common-gen5
155,56,2300,9,1,378,67,120,565,1957,1167,111,3.46,2.07,20,3,2,Shoroki ALWaldh,69406,1,"{'name': 'Shoroki ALWaldh', 'clubId': 69406, 'regionId': 5064001, 'teamId': 144, 'customKit': {'stadName': 'Millerntor-Stadion', 'kitId': '1179649', 'seasonalTeamId': '131397', 'seasonalKitId': '1076404224', 'selectedKitType': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customThirdKitId': '7511', 'customKeeperKitId': '5005', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'kitThrdColor1': '12706617', 'kitThrdColor2': '33627', 'kitThrdColor3': '396864', 'kitThrdColor4': '2164288', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160306'}}",common-gen5
156,57,2294,9,1,337,65,91,493,1241,571,210,2.52,1.16,20,3,1,Shackles FC,933676,1,"{'name': 'Shackles FC', 'clubId': 933676, 'regionId': 4344147, 'teamId': 19, 'customKit': {'stadName': 'Maddies Room', 'kitId': '155648', 'seasonalTeamId': '131397', 'seasonalKitId': '1076404224', 'selectedKitType': '1', 'customKitId': '7627', 'customAwayKitId': '7645', 'customThirdKitId': '7539', 'customKeeperKitId': '5008', 'kitColor1': '592397', 'kitColor2': '14358546', 'kitColor3': '15921906', 'kitColor4': '14358546', 'kitAColor1': '1259409', 'kitAColor2': '592397', 'kitAColor3': '1259409', 'kitAColor4': '15921906', 'kitThrdColor1': '14358546', 'kitThrdColor2': '15921906', 'kitThrdColor3': '592397', 'kitThrdColor4': '858211', 'dCustomKit': '0', 'crestColor': '1987272', 'crestAssetId': '99090404'}}",common-gen5
157,58,2293,5,1,120,0,5,125,561,46,104,4.49,0.37,20,1,1,CtrlAltDeLigt96,6246406,1,"{'name': 'CtrlAltDeLigt96', 'clubId': 6246406, 'regionId': 4344147, 'teamId': 66, 'customKit': {'stadName': 'El Alcoraz', 'kitId': '540672', 'seasonalTeamId': '0', 'seasonalKitId': '0', 'selectedKitType': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customThirdKitId': '7511', 'customKeeperKitId': '5005', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'kitThrdColor1': '12706617', 'kitThrdColor2': '33627', 'kitThrdColor3': '396864', 'kitThrdColor4': '2164288', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160528'}}",common-gen5
158,59,2293,6,1,225,2,7,234,732,57,106,3.13,0.24,5,1,6,AmazingxLegends,4527291,6,"{'name': 'AmazingxLegends', 'clubId': 4527291, 'regionId': 4344147, 'teamId': 480, 'customKit': {'stadName': 'El Alcoraz', 'kitId': '3932160', 'seasonalTeamId': '131397', 'seasonalKitId': '1076404224', 'selectedKitType': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customThirdKitId': '7511', 'customKeeperKitId': '5005', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'kitThrdColor1': '12706617', 'kitThrdColor2': '33627', 'kitThrdColor3': '396864', 'kitThrdColor4': '2164288', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160120'}}",common-gen5
159,60,2288,8,1,203,22,18,243,928,343,77,3.82,1.41,20,2,1,Beak District,1308101,4,"{'name': 'Beak District', 'clubId': 1308101, 'regionId': 4344147, 'teamId': 114815, 'customKit': {'stadName': 'Johan Cruijff ArenA', 'kitId': '940564480', 'seasonalTeamId': '131397', 'seasonalKitId': '1076404224', 'selectedKitType': '1', 'customKitId': '7525', 'customAwayKitId': '7525', 'customThirdKitId': '7525', 'customKeeperKitId': '5009', 'kitColor1': '15921906', 'kitColor2': '15245824', 'kitColor3': '15245824', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15245824', 'kitAColor3': '15245824', 'kitAColor4': '15245824', 'kitThrdColor1': '22436', 'kitThrdColor2': '15245824', 'kitThrdColor3': '15245824', 'kitThrdColor4': '15245824', 'dCustomKit': '1', 'crestColor': '16495884', 'crestAssetId': '99090804'}}",common-gen5
160,61,2287,8,1,172,24,44,240,771,358,69,3.21,1.49,20,2,3,O U T L A W S,4760641,1,"{'name': 'O U T L A W S', 'clubId': 4760641, 'regionId': 5064001, 'teamId': 112134, 'customKit': {'stadName': 'ملعب الدرجة 3', 'kitId': '918601729', 'seasonalTeamId': '131398', 'seasonalKitId': '1076412416', 'selectedKitType': '0', 'customKitId': '7671', 'customAwayKitId': '7572', 'customThirdKitId': '7520', 'customKeeperKitId': '5007', 'kitColor1': '592397', 'kitColor2': '15921906', 'kitColor3': '592397', 'kitColor4': '15921906', 'kitAColor1': '22436', 'kitAColor2': '7192366', 'kitAColor3': '7192366', 'kitAColor4': '15921906', 'kitThrdColor1': '15921906', 'kitThrdColor2': '5775459', 'kitThrdColor3': '2164288', 'kitThrdColor4': '2164288', 'dCustomKit': '0', 'crestColor': '0', 'crestAssetId': '99160103'}}",common-gen5
161,62,2286,9,1,391,97,212,700,1934,1281,172,2.76,1.83,20,3,3,shakr,650036,1,"{'name': 'shakr', 'clubId': 650036, 'regionId': 5064001, 'teamId': 160, 'customKit': {'stadName': 'King Fahd Stadium', 'kitId': '1310720', 'seasonalTeamId': '131397', 'seasonalKitId': '1076404224', 'selectedKitType': '0', 'customKitId': '7641', 'customAwayKitId': '7527', 'customThirdKitId': '7627', 'customKeeperKitId': '5005', 'kitColor1': '396864', 'kitColor2': '1713203', 'kitColor3': '15921906', 'kitColor4': '15921906', 'kitAColor1': '11319490', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'kitThrdColor1': '14655653', 'kitThrdColor2': '5775459', 'kitThrdColor3': '15921906', 'kitThrdColor4': '396864', 'dCustomKit': '3', 'crestColor': '0', 'crestAssetId': '99150107'}}",common-gen5
162,63,2285,8,1,292,34,34,360,1202,404,127,3.34,1.12,20,2,2,thetigers1,2653421,1,"{'name': 'thetigers1', 'clubId': 2653421, 'regionId': 5064001, 'teamId': 115845, 'customKit': {'stadName': 'Groupama Stadium', 'kitId': '949002240', 'seasonalTeamId': '131398', 'seasonalKitId': '1076412416', 'selectedKitType': '0', 'customKitId': '7521', 'customAwayKitId': '7521', 'customThirdKitId': '7658', 'customKeeperKitId': '5005', 'kitColor1': '15921906', 'kitColor2': '16687883', 'kitColor3': '592397', 'kitColor4': '16687883', 'kitAColor1': '592397', 'kitAColor2': '16687883', 'kitAColor3': '16687883', 'kitAColor4': '16687883', 'kitThrdColor1': '7192366', 'kitThrdColor2': '11786', 'kitThrdColor3': '396864', 'kitThrdColor4': '396864', 'dCustomKit': '3', 'crestColor': '13543260', 'crestAssetId': '99161105'}}",common-gen5
163,64,2282,8,1,230,16,20,266,1091,312,107,4.10,1.17,20,2,2,Féar Draíochta,5368391,1,"{'name': 'Féar Draíochta', 'clubId': 5368391, 'regionId': 4344147, 'teamId': 11, 'customKit': {'stadName': 'El Alcoraz', 'kitId': '90112', 'seasonalTeamId': '131397', 'seasonalKitId': '1076404224', 'selectedKitType': '1', 'customKitId': '7627', 'customAwayKitId': '7629', 'customThirdKitId': '7641', 'customKeeperKitId': '5021', 'kitColor1': '15921906', 'kitColor2': '11194602', 'kitColor3': '11194602', 'kitColor4': '592397', 'kitAColor1': '396864', 'kitAColor2': '15921906', 'kitAColor3': '4920087', 'kitAColor4': '15921906', 'kitThrdColor1': '14655653', 'kitThrdColor2': '15921906', 'kitThrdColor3': '1841428', 'kitThrdColor4': '592397', 'dCustomKit': '0', 'crestColor': '0', 'crestAssetId': '99160108'}}",common-gen5
164,65,2282,9,1,489,46,49,584,2292,890,160,3.92,1.52,20,3,1,MAGICIANS,1799336,1,"{'name': 'MAGICIANS', 'clubId': 1799336, 'regionId': 5064001, 'teamId': 47, 'customKit': {'stadName': 'Estadio San Mamés', 'kitId': '385024', 'seasonalTeamId': '131398', 'seasonalKitId': '1076412416', 'selectedKitType': '0', 'customKitId': '7603', 'customAwayKitId': '7543', 'customThirdKitId': '7630', 'customKeeperKitId': '5016', 'kitColor1': '22436', 'kitColor2': '15921906', 'kitColor3': '7122142', 'kitColor4': '8237531', 'kitAColor1': '14358546', 'kitAColor2': '16045584', 'kitAColor3': '592397', 'kitAColor4': '592397', 'kitThrdColor1': '592397', 'kitThrdColor2': '6887227', 'kitThrdColor3': '4133724', 'kitThrdColor4': '1841428', 'dCustomKit': '3', 'crestColor': '0', 'crestAssetId': '99160101'}}",common-gen5
165,66,2278,5,1,100,1,0,101,466,88,30,4.61,0.87,0,1,0,Silky Movement,3006826,1,"{'name': 'Silky Movement', 'clubId': 3006826, 'regionId': 4344147, 'teamId': 110374, 'customKit': {'stadName': 'Mercedes-Benz Stadium', 'kitId': '904183811', 'seasonalTeamId': '131397', 'seasonalKitId': '1076404224', 'selectedKitType': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customThirdKitId': '7511', 'customKeeperKitId': '5005', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'kitThrdColor1': '12706617', 'kitThrdColor2': '33627', 'kitThrdColor3': '396864', 'kitThrdColor4': '2164288', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99161106'}}",common-gen5
166,67,2278,8,1,177,26,68,271,797,464,69,2.94,1.71,20,2,1,TP6 Alpha,2064006,1,"{'name': 'TP6 Alpha', 'clubId': 2064006, 'regionId': 5719381, 'teamId': 479, 'customKit': {'stadName': 'Groupama Stadium', 'kitId': '3923968', 'seasonalTeamId': '131398', 'seasonalKitId': '1076412416', 'selectedKitType': '0', 'customKitId': '7622', 'customAwayKitId': '7601', 'customThirdKitId': '7641', 'customKeeperKitId': '5009', 'kitColor1': '592397', 'kitColor2': '15245824', 'kitColor3': '16687883', 'kitColor4': '16687883', 'kitAColor1': '16687883', 'kitAColor2': '592397', 'kitAColor3': '16687883', 'kitAColor4': '592397', 'kitThrdColor1': '15921906', 'kitThrdColor2': '16687883', 'kitThrdColor3': '592397', 'kitThrdColor4': '592397', 'dCustomKit': '1', 'crestColor': '0', 'crestAssetId': '99160122'}}",common-gen5
167,68,2277,8,1,199,18,36,253,895,362,82,3.54,1.43,20,2,1,Top  100,830326,1,"{'name': 'Top  100', 'clubId': 830326, 'regionId': 5719381, 'teamId': 22, 'customKit': {'stadName': 'El Alcoraz', 'kitId': '180224', 'seasonalTeamId': '0', 'seasonalKitId': '0', 'selectedKitType': '1', 'customKitId': '7526', 'customAwayKitId': '7526', 'customThirdKitId': '7511', 'customKeeperKitId': '5011', 'kitColor1': '16687883', 'kitColor2': '6379598', 'kitColor3': '6379598', 'kitColor4': '6379598', 'kitAColor1': '396864', 'kitAColor2': '1259409', 'kitAColor3': '1259409', 'kitAColor4': '1259409', 'kitThrdColor1': '12706617', 'kitThrdColor2': '33627', 'kitThrdColor3': '396864', 'kitThrdColor4': '2164288', 'dCustomKit': '0', 'crestColor': '16244746', 'crestAssetId': '99090704'}}",common-gen5
168,69,2276,8,1,154,2,5,161,874,208,65,5.43,1.29,11,2,5,F e r i z a j,6218971,1,"{'name': 'F e r i z a j', 'clubId': 6218971, 'regionId': 4539733, 'teamId': 209, 'customKit': {'stadName': 'Celtic Park', 'kitId': '1712128', 'seasonalTeamId': '131398', 'seasonalKitId': '1076412416', 'selectedKitType': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customThirdKitId': '7511', 'customKeeperKitId': '5005', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'kitThrdColor1': '12706617', 'kitThrdColor2': '33627', 'kitThrdColor3': '396864', 'kitThrdColor4': '2164288', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99161018'}}",common-gen5
169,70,2276,8,1,136,9,11,156,582,172,60,3.73,1.10,20,2,2,Malik zebo,4427856,1,"{'name': 'Malik zebo', 'clubId': 4427856, 'regionId': 5457237, 'teamId': 105035, 'customKit': {'stadName': 'Anfield', 'kitId': '860446720', 'seasonalTeamId': '131397', 'seasonalKitId': '1076404224', 'selectedKitType': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customThirdKitId': '7511', 'customKeeperKitId': '5005', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'kitThrdColor1': '12706617', 'kitThrdColor2': '33627', 'kitThrdColor3': '396864', 'kitThrdColor4': '2164288', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160111'}}",common-gen5
170,71,2276,5,1,95,0,0,95,380,46,68,4.00,0.48,20,1,1,Mitómanos FC,2642376,1,"{'name': 'Mitómanos FC', 'clubId': 2642376, 'regionId': 4407629, 'teamId': 116305, 'customKit': {'stadName': 'Tier 1 Stadium', 'kitId': '952770560', 'seasonalTeamId': '131397', 'seasonalKitId': '1076404224', 'selectedKitType': '1', 'customKitId': '7647', 'customAwayKitId': '7642', 'customThirdKitId': '7643', 'customKeeperKitId': '5000', 'kitColor1': '15921906', 'kitColor2': '12525622', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '14358546', 'kitAColor2': '592397', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'kitThrdColor1': '592397', 'kitThrdColor2': '1841428', 'kitThrdColor3': '14358546', 'kitThrdColor4': '14358546', 'dCustomKit': '3', 'crestColor': '13179675', 'crestAssetId': '99160525'}}",common-gen5
171,72,2275,8,1,147,15,19,181,610,216,64,3.37,1.19,20,2,1,R  O  Y  A  L,3396706,3,"{'name': 'R  O  Y  A  L', 'clubId': 3396706, 'regionId': 5064001, 'teamId': 36, 'customKit': {'stadName': 'J c o', 'kitId': '294915', 'seasonalTeamId': '131397', 'seasonalKitId': '1076404224', 'selectedKitType': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customThirdKitId': '7511', 'customKeeperKitId': '5005', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'kitThrdColor1': '12706617', 'kitThrdColor2': '858211', 'kitThrdColor3': '396864', 'kitThrdColor4': '2164288', 'dCustomKit': '3', 'crestColor': '13179675', 'crestAssetId': '99160508'}}",common-gen5
172,73,2275,8,1,201,7,10,218,821,190,101,3.77,0.87,20,2,2,Masoudacreme,2452491,3,"{'name': 'Masoudacreme', 'clubId': 2452491, 'regionId': 4344147, 'teamId': 9, 'customKit': {'stadName': 'Tier 3 Stadium', 'kitId': '73728', 'seasonalTeamId': '131397', 'seasonalKitId': '1076404224', 'selectedKitType': '1', 'customKitId': '7663', 'customAwayKitId': '7601', 'customThirdKitId': '7522', 'customKeeperKitId': '5028', 'kitColor1': '22436', 'kitColor2': '12525622', 'kitColor3': '16699904', 'kitColor4': '22436', 'kitAColor1': '16696614', 'kitAColor2': '15921906', 'kitAColor3': '16696614', 'kitAColor4': '16696614', 'kitThrdColor1': '592397', 'kitThrdColor2': '15101200', 'kitThrdColor3': '15101200', 'kitThrdColor4': '592397', 'dCustomKit': '3', 'crestColor': '-1', 'crestAssetId': '99150908'}}",common-gen5
173,74,2275,8,1,184,9,10,203,762,113,125,3.75,0.56,20,2,1,Äziz Un,2189196,3,"{'name': 'Äziz Un', 'clubId': 2189196, 'regionId': 4543827, 'teamId': 111473, 'customKit': {'stadName': 'Ramón Sánchez-Pizjuán', 'kitId': '913186816', 'seasonalTeamId': '131397', 'seasonalKitId': '1076404224', 'selectedKitType': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customThirdKitId': '7511', 'customKeeperKitId': '5005', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'kitThrdColor1': '12706617', 'kitThrdColor2': '33627', 'kitThrdColor3': '396864', 'kitThrdColor4': '2164288', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160829'}}",common-gen5
174,75,2274,7,1,122,14,18,154,538,184,59,3.49,1.19,20,2,1,Puchankill FC,435271,5,"{'name': 'Puchankill FC', 'clubId': 435271, 'regionId': 5457237, 'teamId': 111111, 'customKit': {'stadName': 'BORUSSIA-PARK', 'kitId': '910221313', 'seasonalTeamId': '131397', 'seasonalKitId': '1076404224', 'selectedKitType': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customThirdKitId': '7511', 'customKeeperKitId': '5005', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'kitThrdColor1': '12706617', 'kitThrdColor2': '33627', 'kitThrdColor3': '396864', 'kitThrdColor4': '2164288', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160825'}}",common-gen5
175,76,2274,8,1,210,24,31,265,899,351,93,3.39,1.32,20,2,1,Shark Bait,258486,2,"{'name': 'Shark Bait', 'clubId': 258486, 'regionId': 5457237, 'teamId': 19, 'customKit': {'stadName': 'Tier 3 Stadium', 'kitId': '155648', 'seasonalTeamId': '131397', 'seasonalKitId': '1076404224', 'selectedKitType': '1', 'customKitId': '7510', 'customAwayKitId': '7510', 'customThirdKitId': '7510', 'customKeeperKitId': '5010', 'kitColor1': '2704542', 'kitColor2': '15921906', 'kitColor3': '15921906', 'kitColor4': '15921906', 'kitAColor1': '13979995', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'kitThrdColor1': '15921906', 'kitThrdColor2': '15245824', 'kitThrdColor3': '15245824', 'kitThrdColor4': '15245824', 'dCustomKit': '3', 'crestColor': '1987272', 'crestAssetId': '99080414'}}",common-gen5
176,77,2272,8,1,263,29,42,334,1180,494,104,3.53,1.48,20,2,1,Red Eyes UTD,3158296,6,"{'name': 'Red Eyes UTD', 'clubId': 3158296, 'regionId': 4344147, 'teamId': 45, 'customKit': {'stadName': 'Tier 3 Stadium', 'kitId': '368640', 'seasonalTeamId': '131397', 'seasonalKitId': '1076404225', 'selectedKitType': '1', 'customKitId': '7854', 'customAwayKitId': '7852', 'customThirdKitId': '7853', 'customKeeperKitId': '5032', 'kitColor1': '592397', 'kitColor2': '15921906', 'kitColor3': '592397', 'kitColor4': '15921906', 'kitAColor1': '16699904', 'kitAColor2': '592397', 'kitAColor3': '592397', 'kitAColor4': '592397', 'kitThrdColor1': '15921906', 'kitThrdColor2': '8654629', 'kitThrdColor3': '8654629', 'kitThrdColor4': '8654629', 'dCustomKit': '0', 'crestColor': '0', 'crestAssetId': '99160108'}}",common-gen5
177,78,2271,5,1,165,0,9,174,548,49,156,3.15,0.28,0,1,0,Loop services,4427421,1,"{'name': 'Loop services', 'clubId': 4427421, 'regionId': 4344147, 'teamId': 73, 'customKit': {'stadName': 'El Alcoraz', 'kitId': '598016', 'seasonalTeamId': '0', 'seasonalKitId': '0', 'selectedKitType': '1', 'customKitId': '7649', 'customAwayKitId': '7616', 'customThirdKitId': '7511', 'customKeeperKitId': '5005', 'kitColor1': '4133724', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '4133724', 'kitAColor3': '4133724', 'kitAColor4': '2164288', 'kitThrdColor1': '12706617', 'kitThrdColor2': '33627', 'kitThrdColor3': '396864', 'kitThrdColor4': '2164288', 'dCustomKit': '1', 'crestColor': '9127890', 'crestAssetId': '99150910'}}",common-gen5
178,79,2271,5,1,127,12,30,169,597,197,88,3.53,1.17,20,1,1,Moretti,1010361,1,"{'name': 'Moretti', 'clubId': 1010361, 'regionId': 4344147, 'teamId': 245, 'customKit': {'stadName': 'Tier 2 Stadium', 'kitId': '2007043', 'seasonalTeamId': '131397', 'seasonalKitId': '1076404224', 'selectedKitType': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customThirdKitId': '7511', 'customKeeperKitId': '5005', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'kitThrdColor1': '12706617', 'kitThrdColor2': '33627', 'kitThrdColor3': '396864', 'kitThrdColor4': '2164288', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99161018'}}",common-gen5
179,80,2271,6,1,156,10,11,177,789,255,64,4.46,1.44,0,1,0,Beths Garden v2,645256,2,"{'name': 'Beths Garden v2', 'clubId': 645256, 'regionId': 4344147, 'teamId': 73, 'customKit': {'stadName': 'El Alcoraz', 'kitId': '598016', 'seasonalTeamId': '0', 'seasonalKitId': '0', 'selectedKitType': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customThirdKitId': '7511', 'customKeeperKitId': '5005', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'kitThrdColor1': '12706617', 'kitThrdColor2': '33627', 'kitThrdColor3': '396864', 'kitThrdColor4': '2164288', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99161015'}}",common-gen5
180,81,2271,8,1,184,13,14,211,822,233,70,3.90,1.10,20,2,1,Khirandotcomm,246576,4,"{'name': 'Khirandotcomm', 'clubId': 246576, 'regionId': 5723475, 'teamId': 112828, 'customKit': {'stadName': 'Stanford Rd, CO', 'kitId': '904183808', 'seasonalTeamId': '131397', 'seasonalKitId': '1076404224', 'selectedKitType': '1', 'customKitId': '7622', 'customAwayKitId': '7670', 'customThirdKitId': '7510', 'customKeeperKitId': '5010', 'kitColor1': '15921906', 'kitColor2': '6316643', 'kitColor3': '3427409', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '16696614', 'kitAColor3': '14277081', 'kitAColor4': '592397', 'kitThrdColor1': '15921906', 'kitThrdColor2': '33627', 'kitThrdColor3': '396864', 'kitThrdColor4': '2164288', 'dCustomKit': '0', 'crestColor': '0', 'crestAssetId': '99160122'}}",common-gen5
181,82,2270,5,1,107,0,0,107,478,89,54,4.47,0.83,7,1,6,Perf Le Traitre,2780646,1,"{'name': 'Perf Le Traitre', 'clubId': 2780646, 'regionId': 5457237, 'teamId': 209, 'customKit': {'stadName': 'Stade niveau 1', 'kitId': '1712128', 'seasonalTeamId': '131397', 'seasonalKitId': '1076404225', 'selectedKitType': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customThirdKitId': '7511', 'customKeeperKitId': '5005', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'kitThrdColor1': '12706617', 'kitThrdColor2': '33627', 'kitThrdColor3': '396864', 'kitThrdColor4': '2164288', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99161020'}}",common-gen5
182,83,2269,8,1,227,24,41,292,935,361,99,3.20,1.24,20,2,2,Elyyte FC,1296011,2,"{'name': 'Elyyte FC', 'clubId': 1296011, 'regionId': 4543827, 'teamId': 241, 'customKit': {'stadName': 'Camp Nou', 'kitId': '1974272', 'seasonalTeamId': '0', 'seasonalKitId': '0', 'selectedKitType': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customThirdKitId': '7511', 'customKeeperKitId': '5005', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'kitThrdColor1': '12706617', 'kitThrdColor2': '33627', 'kitThrdColor3': '396864', 'kitThrdColor4': '2164288', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160610'}}",common-gen5
183,84,2269,7,1,140,6,15,161,719,192,68,4.47,1.19,20,2,1,Armagh FC,284556,5,"{'name': 'Armagh FC', 'clubId': 284556, 'regionId': 4344147, 'teamId': 9, 'customKit': {'stadName': 'Ramón Sánchez-Pizjuán', 'kitId': '73728', 'seasonalTeamId': '131397', 'seasonalKitId': '1076404224', 'selectedKitType': '1', 'customKitId': '7627', 'customAwayKitId': '7627', 'customThirdKitId': '7627', 'customKeeperKitId': '5011', 'kitColor1': '14358546', 'kitColor2': '1713203', 'kitColor3': '1909296', 'kitColor4': '1909296', 'kitAColor1': '1713203', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'kitThrdColor1': '22436', 'kitThrdColor2': '15921906', 'kitThrdColor3': '1841428', 'kitThrdColor4': '1841428', 'dCustomKit': '0', 'crestColor': '0', 'crestAssetId': '99160122'}}",common-gen5
184,85,2269,8,1,369,35,39,443,1389,416,204,3.14,0.94,20,2,1,Damasco,182551,1,"{'name': 'Damasco', 'clubId': 182551, 'regionId': 5456205, 'teamId': 105035, 'customKit': {'stadName': 'Parc des Princes', 'kitId': '860446720', 'seasonalTeamId': '0', 'seasonalKitId': '0', 'selectedKitType': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customThirdKitId': '7511', 'customKeeperKitId': '5005', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'kitThrdColor1': '12706617', 'kitThrdColor2': '33627', 'kitThrdColor3': '396864', 'kitThrdColor4': '2164288', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160229'}}",common-gen5
